country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id,linked 
POL,parlgov,2600,K,Kukiz'15,Kukiz'15,2015,2019,8.8,2015,,,2015-11-25 12:29:54.821009+00:00,2021-03-12 10:13:52.555977+00:00,15545,4631,2015-11-25 12:47:34.291333+00:00
POL,parlgov,180,LiD,Lewica i Demokraci,Left and Democrats,2007,2007,13.2,2007,,,2012-12-30 23:38:01.481000+00:00,2021-03-12 10:13:52.595427+00:00,1118,1588,2012-12-30 23:47:57.330000+00:00
POL,parlgov,1671,LP,Libertas Polska,Libertas Poland,2009,2009,1.1,2009,,,2012-12-30 23:36:52.744000+00:00,2021-03-12 10:13:52.601620+00:00,776,739,2012-12-30 23:47:57.711000+00:00
POL,parlgov,987,LPR,Liga Polskich Rodzin,League of Polish Families,2001,2007,8.0,2005,,,2012-12-30 23:35:34.680000+00:00,2021-03-12 10:13:52.639258+00:00,408,1768,2012-12-30 23:47:58.203000+00:00
POL,parlgov,900,MN,Mniejszość niemiecka w Polsce,German minority,1991,2019,1.2,1991,,,2012-12-30 23:34:41.494000+00:00,2021-03-12 10:13:52.751131+00:00,125,1439,2012-12-30 23:48:00.163000+00:00
POL,parlgov,1712,NCD -BdP,Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski,National Christian Democratic -- Block for Poland,1997,1997,1.4,1997,,,2012-12-30 23:35:30.303000+00:00,2021-03-12 10:13:52.755703+00:00,385,145,2012-12-30 23:48:00.622000+00:00
POL,parlgov,1678,NKWW,Narodowy Komitet Wyborczy Wyborców,National Voters Committee,2004,2004,1.6,2004,,,2012-12-30 23:35:16.766000+00:00,2021-03-12 10:13:52.777261+00:00,315,1549,2012-12-30 23:48:01.014000+00:00
POL,parlgov,2601,N,Nowoczesna,Modern,2015,2015,7.6,2015,,,2015-11-25 12:29:57.187899+00:00,2021-03-12 10:13:52.803418+00:00,15547,4630,2015-11-25 12:47:18.438542+00:00
POL,parlgov,696,PCD,Partia Chrześcijańskich Demokratów,Party of Christian Democrats,1991,1991,1.1,1991,,,2012-12-30 23:34:21.950000+00:00,2021-03-12 10:13:52.807360+00:00,11,188,2012-12-30 23:48:01.360000+00:00
POL,parlgov,2625,Razem,Partia Razem,Together Party,2015,2019,3.6,2015,,,2016-06-08 07:43:22.699975+00:00,2021-03-12 10:13:52.816393+00:00,16310,4871,2016-06-08 13:59:46.665979+00:00
POL,parlgov,181,X,Partia X,Party X,1991,1993,2.7,1993,,,2012-12-30 23:36:22.848000+00:00,2021-03-12 10:13:52.819345+00:00,640,146,2012-12-30 23:48:01.707000+00:00
POL,parlgov,512,PO,Platforma Obywatelska,Civic Platform,2001,2019,41.5,2007,,,2012-12-30 23:35:37.565000+00:00,2021-03-12 10:13:52.821929+00:00,422,1117,2012-12-30 23:48:02.502000+00:00
POL,parlgov,1679,PjN,Polska jest Najważniejsza,Poland is the Most Important,2011,2011,2.2,2011,,,2012-12-30 23:36:54.276000+00:00,2021-03-12 10:13:52.843199+00:00,784,41,2012-12-30 23:48:03.620000+00:00
POL,parlgov,2331,PR|A,Polska Razem | Porozumienie,Poland Together | Agreement,2014,2014,3.2,2014,,,2014-09-03 11:40:47.587927+00:00,2021-03-12 10:13:52.857354+00:00,7829,2992,2014-09-04 08:38:21.279557+00:00
POL,parlgov,1077,PZPR,Polska Zjednoczone Partia Robotnicza,Polish United Workers' Party,1989,1989,,,,,2012-12-30 23:36:49.665000+00:00,2021-03-12 10:13:52.862432+00:00,760,1286,2012-12-30 23:48:03.251000+00:00
POL,parlgov,664,PSL,Polskie Stronnictwo Ludowe,Polish People's Party,1991,2019,15.4,1993,,,2012-12-30 23:36:36.247000+00:00,2021-03-12 10:13:52.879822+00:00,706,602,2012-12-30 23:48:05.198000+00:00
POL,parlgov,1691,PPG,Polski Program Gospodarczy [Duże Piwo],Polish Economic Program [Large Beer],1991,1991,3.3,1991,,,2012-12-30 23:35:32.822000+00:00,2021-03-12 10:13:52.883143+00:00,398,1535,2012-12-30 23:48:04.460000+00:00
POL,parlgov,619,PL,Porozumenie Ludowe,Peasants Agreement,1991,1993,5.5,1991,,,2012-12-30 23:35:17.919000+00:00,2021-03-12 10:13:52.887243+00:00,321,1266,2012-12-30 23:48:05.611000+00:00
POL,parlgov,369,PC,Porozumienie Centrum,Centre Agreement,1991,1993,8.7,1991,,,2012-12-30 23:35:37.757000+00:00,2021-03-12 10:13:52.892598+00:00,423,1649,2012-12-30 23:48:06.002000+00:00
POL,parlgov,1283,PrRz,Prawica Rzeczypospolitej,Republic Right Party,2009,2009,2.0,2009,,,2012-12-30 23:38:33.164000+00:00,2021-03-12 10:13:52.925345+00:00,1268,876,2012-12-30 23:48:07.155000+00:00
POL,parlgov,528,PiS,Prawo i Sprawiedliwość,Law and Justice,2001,2019,43.6,2019,,,2012-12-30 23:37:30.503000+00:00,2021-03-12 10:13:52.959654+00:00,965,1565,2012-12-30 23:48:07.557000+00:00
POL,parlgov,1710,RdR,Ruch dla Rzeczypospolitej,Movement for the Republic,1993,1993,2.7,1993,,,2012-12-30 23:37:29.287000+00:00,2021-03-12 10:13:52.984092+00:00,959,1192,2012-12-30 23:47:55.126000+00:00
POL,parlgov,2398,RN,Ruch Narodowy,National Movement ,2014,2019,1.4,2014,,,2015-02-19 11:45:32.140264+00:00,2021-03-12 10:13:52.992543+00:00,8107,3224,2015-02-20 18:17:21.893471+00:00
POL,parlgov,148,ROP,Ruch Odbudowy Polski,Movement for the Reconstruction of Poland,1997,2005,5.6,1997,,,2012-12-30 23:38:07.341000+00:00,2021-03-12 10:13:53.021105+00:00,1147,1712,2012-12-30 23:48:09.403000+00:00
POL,parlgov,207,SRP,Samoobrona Rzeczypospolitej Polskiej,Self-Defense of the Republic Poland,1993,2009,11.4,2005,,,2012-12-30 23:35:36.223000+00:00,2021-03-12 10:13:53.035027+00:00,415,727,2012-12-30 23:48:10.523000+00:00
POL,parlgov,1140,SDPL,Socjaldemokracja Polska,Social Democracy of Poland,2004,2007,3.9,2005,,,2012-12-30 23:36:13.430000+00:00,2021-03-12 10:13:53.050448+00:00,594,1328,2012-12-30 23:48:10.904000+00:00
POL,parlgov,629,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,1991,2019,41.0,2001,,,2012-12-30 23:34:58.252000+00:00,2021-03-12 10:13:53.092356+00:00,217,57,2012-12-30 23:48:11.653000+00:00
POL,parlgov,2372,SP,Solidarna Polska,United Poland,2014,2014,4.0,2014,,,2015-02-19 11:45:32.858513+00:00,2021-03-12 10:13:53.136904+00:00,8109,328,2015-02-20 15:17:39.890590+00:00
POL,parlgov,108,S,Solidarność,Solidarnosc,1989,1993,5.1,1991,,,2012-12-30 23:36:02.905000+00:00,2021-03-12 10:13:53.147951+00:00,548,767,2012-12-30 23:48:13.151000+00:00
POL,parlgov,18,SoPr,Solidarność Pracy,Labour Solidarity,1991,1991,2.1,1991,,,2012-12-30 23:37:04.775000+00:00,2021-03-12 10:13:53.151959+00:00,837,923,2012-12-30 23:48:13.991000+00:00
POL,parlgov,1216,SD,Stronnictwo Demokratyczne,Democratic Party,1989,1991,1.4,1991,,,2012-12-30 23:35:50.535000+00:00,2021-03-12 10:13:53.154333+00:00,490,919,2012-12-30 23:48:14.405000+00:00
POL,parlgov,1945,RP,Twój Ruch (Palikota),Your (Palikot's) Movement,2011,2014,10.0,2011,,,2012-12-30 23:37:25.245000+00:00,2021-03-12 10:13:53.156720+00:00,939,731,2012-12-30 23:47:51.852000+00:00
POL,parlgov,1549,UPR|KNP,Unia Polityki Realnej | Kongres Nowej Prawicy,Real Politics Union | Congress of the New Right,1991,2014,3.2,1993,,,2012-12-30 23:38:51.704000+00:00,2021-03-12 10:13:53.159094+00:00,1358,283,2012-12-30 23:48:15.591000+00:00
POL,parlgov,838,UP,Unia Pracy,Labour Union,1993,2014,7.3,1993,,,2012-12-30 23:36:51.959000+00:00,2021-03-12 10:13:53.161409+00:00,772,1104,2012-12-30 23:48:16.004000+00:00
POL,parlgov,2740,WIO,Wiosna,Spring,2019,2019,6.1,2019,,,2019-07-26 05:36:36.361744+00:00,2021-03-12 10:13:53.168221+00:00,34613,7356,2019-07-30 13:28:59.552156+00:00
POL,parlgov,1758,ZChN,Zjednoczenie Chrześcijańsko-Narodowe,Christian National Union,1991,1993,8.7,1991,,,2012-12-30 23:36:27.199000+00:00,2021-03-12 10:13:53.170509+00:00,662,70,2012-12-30 23:48:19.102000+00:00
POL,parlgov,822,ZSL,Zjednoczone Stronnictwo Ludowe,United People's Party,1989,1989,,,,,2012-12-30 23:37:39.749000+00:00,2021-03-12 10:13:53.172680+00:00,1011,929,2012-12-30 23:48:19.472000+00:00
PRT,parlgov,1543,AD,Aliança Democrática,Democratic Alliance,1979,1980,47.6,1980,,,2012-12-30 23:38:50.610000+00:00,2021-03-12 10:13:53.174826+00:00,1353,1742,2012-12-30 23:48:21.307000+00:00
PRT,parlgov,11,APU,Aliança Povo Unido,United People Alliance,1979,1985,19.3,1979,,,2012-12-30 23:35:15.870000+00:00,2021-03-12 10:13:53.177119+00:00,310,1705,2012-12-30 23:48:21.632000+00:00
PRT,parlgov,557,BE,Bloco de Esquerda,Bloc of the Left,1999,2019,10.6,2015,,,2012-12-30 23:37:12.492000+00:00,2021-03-12 10:13:53.209348+00:00,874,1310,2012-12-30 23:48:22.794000+00:00
PRT,parlgov,251,CDS-PP,Centro Democrático e Social – Partido Popular,Democratic and Social Centre -- People's Party,1975,2019,16.8,1976,,,2012-12-30 23:35:30.484000+00:00,2021-03-12 10:13:53.235920+00:00,386,1308,2012-12-30 23:48:27.436000+00:00
PRT,parlgov,2789,CH,Chega,Enough,2019,2019,1.4,2019,,,2020-12-08 14:37:37.582724+00:00,2021-03-12 10:13:53.239390+00:00,48919,8182,2020-12-08 14:37:37.607834+00:00
PRT,parlgov,1295,CDU,Coligação Democrático Unitária,Unified Democratic Coalition,1987,2019,12.4,1987,,,2012-12-30 23:37:35.176000+00:00,2021-03-12 10:13:53.273198+00:00,988,284,2012-12-30 23:48:23.176000+00:00
PRT,parlgov,281,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,1994,2015,1.2,2011,,,2012-12-30 23:37:39.559000+00:00,2021-03-12 10:13:53.289008+00:00,1010,857,2012-12-30 23:48:23.544000+00:00
PRT,parlgov,601,FSP,Frente Socialista Popular,People's Socialist Front,1975,1976,1.2,1975,,,2012-12-30 23:37:26.240000+00:00,2021-03-12 10:13:53.295260+00:00,944,1670,2012-12-30 23:48:24.504000+00:00
PRT,parlgov,2788,IL,Iniciativa Liberal,Liberal Initiative,2019,2019,1.4,2019,,,2020-12-08 14:37:09.890917+00:00,2021-03-12 10:13:53.337078+00:00,48910,8640,2020-12-08 18:03:52.176169+00:00
PRT,parlgov,2374,L,"Livre – Liberdade, Esquerda, Europa e Ecologia",Livre,2014,2019,1.1,2019,,,2015-02-19 11:45:33.373794+00:00,2021-03-12 10:13:53.366220+00:00,8111,3225,2015-02-20 18:21:42.523929+00:00
PRT,parlgov,1508,MES,Movimento de Esquerda Socialista,Movement of Socialist Left,1975,1975,1.1,1975,,,2012-12-30 23:35:47.267000+00:00,2021-03-12 10:13:53.377941+00:00,473,507,2012-12-30 23:48:25.959000+00:00
PRT,parlgov,1281,MDP,Movimento Democrático Português,Democratic Movement,1975,1989,4.4,1975,,,2012-12-30 23:35:06.082000+00:00,2021-03-12 10:13:53.403570+00:00,258,1688,2012-12-30 23:48:25.244000+00:00
PRT,parlgov,925,MEP,Movimento Esperança Portugal,Hope for Portugal Movement,2009,2009,1.6,2009,,,2012-12-30 23:35:29.353000+00:00,2021-03-12 10:13:53.428096+00:00,380,1727,2012-12-30 23:48:25.585000+00:00
PRT,parlgov,2758,NC," Nós, Cidadãos!","We, the Citizens!",2019,2019,1.1,2019,,,2019-07-26 05:36:35.151243+00:00,2021-03-12 10:13:53.443032+00:00,34609,7358,2019-07-30 13:34:41.102135+00:00
PRT,parlgov,514,PCP,Partido Comunista Português,Portuguese Communist Party,1975,2009,15.1,1976,,,2012-12-30 23:35:05.900000+00:00,2021-03-12 10:13:53.445806+00:00,257,310,2012-12-30 23:48:26.373000+00:00
PRT,parlgov,427,PDC,Partido da Democracia Cristã,Christian Democratic Party,1979,1983,1.2,1979,,,2012-12-30 23:36:32.829000+00:00,2021-03-12 10:13:53.450814+00:00,689,1591,2012-12-30 23:48:29.664000+00:00
PRT,parlgov,82,PSN,Partido da Solidariedade Nacional,National Solidarity Party,1991,1991,1.7,1991,,,2012-12-30 23:37:15.445000+00:00,2021-03-12 10:13:53.457240+00:00,889,181,2012-12-30 23:48:30.402000+00:00
PRT,parlgov,2373,MPT,Partido da Terra,Earth Party,2014,2014,7.7,2014,,,2015-02-19 11:45:27.825319+00:00,2021-03-12 10:13:53.459786+00:00,8097,3226,2015-02-20 18:21:54.723510+00:00
PRT,parlgov,2597,PDR,Partido Democrático Republicano,Republican Democratic Party,2015,2015,1.2,2015,,,2015-11-09 11:52:17.580860+00:00,2021-03-12 10:13:53.491809+00:00,15465,4513,2015-11-09 12:06:22.784704+00:00
PRT,parlgov,375,POUS,Partido Operário de Unidade Socialista,Workers Party of Socialist Unity,1980,1980,1.4,1980,,,2012-12-30 23:37:37.337000+00:00,2021-03-12 10:13:53.515018+00:00,999,1106,2012-12-30 23:48:27.068000+00:00
PRT,parlgov,1781,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,2011,2019,3.5,2019,,,2012-12-30 23:37:10.278000+00:00,2021-03-12 10:13:53.551628+00:00,863,97,2012-12-30 23:48:30.771000+00:00
PRT,parlgov,107,PPM,Partido Popular Monárquico,Popular Monarchist Party,1979,1989,2.8,1987,,,2012-12-30 23:38:49.603000+00:00,2021-03-12 10:13:53.583719+00:00,1349,1480,2012-12-30 23:48:27.843000+00:00
PRT,parlgov,341,PRD,Partido Renovador Democrático,Democratic Renewal Party,1985,1987,18.4,1985,,,2012-12-30 23:35:22.492000+00:00,2021-03-12 10:13:53.593199+00:00,343,1600,2012-12-30 23:48:28.245000+00:00
PRT,parlgov,1273,PSD,Partido Social Democrata,Social Democratic Party,1975,2019,51.6,1991,,,2012-12-30 23:36:20.676000+00:00,2021-03-12 10:13:53.604108+00:00,629,1359,2012-12-30 23:48:28.578000+00:00
PRT,parlgov,725,PS,Partido Socialista,Socialist Party,1975,2019,46.4,2005,,,2012-12-30 23:37:00.275000+00:00,2021-03-12 10:13:53.616639+00:00,814,655,2012-12-30 23:48:28.905000+00:00
PRT,parlgov,998,PSR,Partido Socialista Revolucionário,Revolutionary Socialist Party,1980,1991,1.1,1991,,,2012-12-30 23:35:25.731000+00:00,2021-03-12 10:13:53.641781+00:00,360,375,2012-12-30 23:48:29.283000+00:00
PRT,parlgov,260,UDP,União Democrática Popular,Popular Democratic Union,1975,1989,2.2,1979,,,2012-12-30 23:37:56.638000+00:00,2021-03-12 10:13:53.650130+00:00,1094,896,2012-12-30 23:48:31.900000+00:00
ROU,parlgov,2647,ALDE,Alianța Liberalilor și Democraților,Alliance of Liberals and Democrats,2016,2019,5.6,2016,,,2018-02-02 21:31:03.673906+00:00,2021-03-12 10:13:53.669369+00:00,20346,5662,2018-02-02 21:31:03.710205+00:00
ROU,parlgov,2040,ApR,Alianta pentru Romania,Alliance for Romania,2000,2000,4.1,2000,,,2012-12-30 23:35:18.266000+00:00,2021-03-12 10:13:53.697319+00:00,323,1590,2012-12-30 23:48:33.502000+00:00
ROU,parlgov,356,CDR,Convenţia Democrată Română,Romanian Democratic Convention,1992,2000,30.2,1996,,,2012-12-30 23:35:16.408000+00:00,2021-03-12 10:13:53.723252+00:00,313,192,2012-12-30 23:48:35.133000+00:00
ROU,parlgov,2129,FC,Forța Civică,Civic Force,2012,2014,2.6,2014,,,2014-02-08 21:29:40.993080+00:00,2021-03-12 10:13:53.735354+00:00,3812,2473,2014-06-15 10:28:47.547281+00:00
ROU,parlgov,1639,MER,Miscarea Ecologista din Romania,Romanian Ecological Movement,1990,1996,2.6,1990,,,2012-12-30 23:35:12.267000+00:00,2021-03-12 10:13:53.739490+00:00,291,1511,2012-12-30 23:48:37.425000+00:00
ROU,parlgov,254,PaRo,Partida Romilor,Party of the Roma,2007,2007,1.2,2007,,,2012-12-30 23:35:29.733000+00:00,2021-03-12 10:13:53.743778+00:00,382,173,2012-12-30 23:48:37.783000+00:00
ROU,parlgov,861,PAC,Partidul Alianţa Civică,Party of the Civic Alliance,1992,1996,1.6,1996,,,2012-12-30 23:36:03.118000+00:00,2021-03-12 10:13:53.750941+00:00,549,645,2012-12-30 23:48:38.522000+00:00
ROU,parlgov,5,PC,Partidul Conservator,Conservative Party,2007,2012,2.9,2007,,,2012-12-30 23:35:26.263000+00:00,2021-03-12 10:13:53.787475+00:00,363,1443,2012-12-30 23:48:39.293000+00:00
ROU,parlgov,419,PD,Partidul Democrat,Democratic Party,1990,2007,66.3,1990,,,2012-12-30 23:34:57.504000+00:00,2021-03-12 10:13:53.793402+00:00,213,1715,2012-12-30 23:48:39.673000+00:00
ROU,parlgov,1299,PDAR,Partidul Democrat Agrar din România,Democratic Agrarian Party of Romania,1990,1992,3.0,1992,,,2012-12-30 23:38:31.564000+00:00,2021-03-12 10:13:53.796364+00:00,1260,1085,2012-12-30 23:48:40.088000+00:00
ROU,parlgov,958,PD-L,Partidul Democrat-Liberal,Democratic Liberal Party,2008,2014,32.4,2008,,,2012-12-30 23:35:26.992000+00:00,2021-03-12 10:13:53.798692+00:00,367,660,2012-12-30 23:48:40.446000+00:00
ROU,parlgov,792,PER,Partidul Ecologist Român,Romanian Ecologist Party,1990,2014,1.7,1990,,,2012-12-30 23:36:09.609000+00:00,2021-03-12 10:13:53.801168+00:00,576,1373,2012-12-30 23:48:40.837000+00:00
ROU,parlgov,1589,PIN,Partidul Iniţiativa Naţională,National Initiative Party,2007,2007,2.4,2007,,,2012-12-30 23:34:32.745000+00:00,2021-03-12 10:13:53.804488+00:00,75,1579,2012-12-30 23:48:41.184000+00:00
ROU,parlgov,1485,PLD,Partidul Liberal Democrat,Liberal Democratic Party,2007,2007,7.8,2007,,,2012-12-30 23:37:21.384000+00:00,2021-03-12 10:13:53.809503+00:00,919,874,2012-12-30 23:48:41.990000+00:00
ROU,parlgov,2401,LRP,Partidul Liberal Reformator,Liberal Reformist Party,1900,2020,,,,,2015-02-19 11:45:42.938900+00:00,2021-03-12 10:13:53.825933+00:00,8121,3223,2015-02-20 18:16:53.187882+00:00
ROU,parlgov,2395,PMP,Partidul Mișcarea Populară,People's Movement Party,2014,2019,5.3,2016,,,2015-02-19 11:45:23.794179+00:00,2021-03-12 10:13:53.843902+00:00,8086,3210,2015-02-20 15:23:45.110849+00:00
ROU,parlgov,1015,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2019,31.3,2004,,,2012-12-30 23:38:08.315000+00:00,2021-03-12 10:13:53.852022+00:00,1152,481,2012-12-30 23:48:42.772000+00:00
ROU,parlgov,2041,PNL-C,Partidul National Liberal Campeanu,National Liberal Party Campeanu,2000,2000,1.4,2000,,,2012-12-30 23:35:50.310000+00:00,2021-03-12 10:13:53.869128+00:00,489,967,2012-12-30 23:48:42.414000+00:00
ROU,parlgov,888,PNT-CD,Partidul Naţional Ţărănesc Creştin Democrat,Christian-Democratic National Peasants' Party,1990,2012,2.6,1990,,,2012-12-30 23:38:44.772000+00:00,2021-03-12 10:13:53.876497+00:00,1325,1750,2012-12-30 23:48:43.543000+00:00
ROU,parlgov,1332,PNG-CD,Partidul Noua Generaţie – Creştin Democrat,New Generation Party -- Christian Democratic,2004,2008,2.3,2008,,,2012-12-30 23:37:09.081000+00:00,2021-03-12 10:13:53.889298+00:00,857,296,2012-12-30 23:48:43.914000+00:00
ROU,parlgov,2106,PPR,Partidul Pensionarilor din Romania,Party of Pensioners of Romania,1996,1996,1.4,1996,,,2012-12-30 23:34:43.154000+00:00,2021-03-12 10:13:53.902223+00:00,135,400,2012-12-30 23:48:44.428000+00:00
ROU,parlgov,2130,PP-DD,Partidul Poporului – Dan Diaconescu,People's Party -- Dan Diaconescu,2012,2014,14.0,2012,,,2014-02-08 21:29:48.172264+00:00,2021-03-12 10:13:53.907531+00:00,3861,2474,2014-06-15 10:30:01.825347+00:00
ROU,parlgov,2098,PaRe,Partidul Republican,Republican Party,1992,1992,1.6,1992,,,2012-12-30 23:36:54.904000+00:00,2021-03-12 10:13:53.912377+00:00,787,1457,2012-12-30 23:48:44.808000+00:00
ROU,parlgov,713,PRM,Partidul România Mare,Greater Romania Party,1992,2016,19.5,2000,,,2012-12-30 23:36:54.080000+00:00,2021-03-12 10:13:53.925310+00:00,783,1305,2012-12-30 23:48:45.263000+00:00
ROU,parlgov,2648,PRU,Partidul România Unită,United Romania Party,2016,2016,2.8,2016,,,2018-02-02 21:31:04.931259+00:00,2021-03-12 10:13:53.931429+00:00,20348,5854,2018-02-02 22:14:14.737448+00:00
ROU,parlgov,1120,PSD,Partidul Social Democrat,Social Democratic Party,1992,2019,58.6,2012,,,2012-12-30 23:35:07.747000+00:00,2021-03-12 10:13:53.938717+00:00,267,120,2012-12-30 23:48:45.625000+00:00
ROU,parlgov,1601,PSDR,Partidul Social Democrat Român,Romanian Social Democratic Party,1990,1996,0.5,1990,,,2012-12-30 23:35:35.462000+00:00,2021-03-12 10:13:53.948402+00:00,411,1034,2012-12-30 23:48:45.984000+00:00
ROU,parlgov,2104,PS,Partidul Socialist,Socialist Party,1996,1996,2.3,1996,,,2012-12-30 23:35:53.331000+00:00,2021-03-12 10:13:53.954664+00:00,502,1073,2012-12-30 23:48:46.374000+00:00
ROU,parlgov,562,PSM,Partidul Socialist al Muncii,Socialist Party of Labour,1992,1996,3.0,1992,,,2012-12-30 23:35:09.461000+00:00,2021-03-12 10:13:53.989965+00:00,276,1217,2012-12-30 23:48:47.449000+00:00
ROU,parlgov,307,PSoDR,Partidul Socialist Democrat Român,Romanian Socialist Democratic Party,1990,1990,1.0,1990,,,2012-12-30 23:36:46.287000+00:00,2021-03-12 10:13:54.014568+00:00,746,1078,2012-12-30 23:48:46.732000+00:00
ROU,parlgov,2105,PSMR,Partidul Socialist Muncitoresc Roman,Romanian Socialist Party of Workers,1996,1996,1.7,1996,,,2012-12-30 23:35:52.189000+00:00,2021-03-12 10:13:54.024228+00:00,497,1542,2012-12-30 23:48:47.090000+00:00
ROU,parlgov,648,PUNR,Partidul Unitatii Naţionale a Romanilor,Romanian National Unity Party,1990,2000,7.7,1992,,,2012-12-30 23:35:10.578000+00:00,2021-03-12 10:13:54.027647+00:00,282,1451,2012-12-30 23:48:47.818000+00:00
ROU,parlgov,2746,PROR,PRO România,PRO Romania,2019,2019,6.4,2019,,,2019-07-26 05:36:37.781634+00:00,2021-03-12 10:13:54.059215+00:00,34618,7359,2019-07-30 13:36:06.631483+00:00
ROU,parlgov,948,UDMR,Uniunea Democrată Maghiară din România,Democratic Union of Hungarians in Romania,1990,2019,7.5,1992,,,2012-12-30 23:38:46.741000+00:00,2021-03-12 10:13:54.075127+00:00,1335,1105,2012-12-30 23:48:48.165000+00:00
ROU,parlgov,2002,UNPR,Uniunea Naţională pentru Progresul României,National Union for the Progress of Romania,2012,2012,,,,,2012-12-30 23:38:33.366000+00:00,2021-03-12 10:13:54.091951+00:00,1269,1541,2012-12-30 23:48:48.914000+00:00
ROU,parlgov,2646,USR,Uniunea Salvați România,Save Romania Union,2016,2019,8.9,2016,,,2019-07-26 05:36:24.771394+00:00,2021-03-12 10:13:54.096617+00:00,34580,5969,2019-07-26 05:36:24.803596+00:00
SVK,parlgov,2015,99%,99% – občiansky hlas,99 Percent -- Civic Voice,2012,2012,1.6,2012,,,2012-12-30 23:37:19.046000+00:00,2021-03-12 10:13:54.117118+00:00,907,629,2012-12-30 23:48:50.078000+00:00
SVK,parlgov,1624,ADS,Aliancia demokratov Slovenska,Alliance of Democrats,1900,2020,,,,,2012-12-30 23:38:38.644000+00:00,2021-03-12 10:13:54.129333+00:00,1294,295,2012-12-30 23:48:50.783000+00:00
SVK,parlgov,1200,ANO,Aliancia nového občana,Alliance of the New Citizen,2002,2012,8.0,2002,,,2012-12-30 23:34:42.671000+00:00,2021-03-12 10:13:54.143259+00:00,132,217,2012-12-30 23:48:50.437000+00:00
SVK,parlgov,1000,DS,Demokratická strana,Democratic Party,1990,1994,4.4,1990,,,2012-12-30 23:36:47.193000+00:00,2021-03-12 10:13:54.192679+00:00,749,983,2012-12-30 23:48:51.142000+00:00
SVK,parlgov,1495,DUS,Demokratická únia,Democratic Union,1994,1994,8.6,1994,,,2012-12-30 23:36:53.504000+00:00,2021-03-12 10:13:54.197729+00:00,780,707,2012-12-30 23:48:51.511000+00:00
SVK,parlgov,2797,DV,Dobrá voľba,Good Choice,2020,2020,3.1,2020,,,2020-12-08 14:37:00.258219+00:00,2021-03-12 10:13:54.205289+00:00,48908,8644,2020-12-08 18:14:24.623374+00:00
SVK,parlgov,2160,HZD,Hnutie za demokraciu,Movement for Democracy,2002,2002,3.3,2002,,,2014-02-08 21:29:59.405322+00:00,2021-03-12 10:13:54.211153+00:00,3949,2133,2014-05-16 21:20:36.915351+00:00
SVK,parlgov,1142,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,,,2012-12-30 23:37:58.707000+00:00,2021-03-12 10:13:54.215594+00:00,1104,560,2012-12-30 23:48:52.360000+00:00
SVK,parlgov,2239,HZPCS,Hnutie za prosperujúce Cesko a Slovensko,Movement for a Prosperous Czechia and Slovakia,1994,1994,1.0,1994,,,2014-02-08 21:29:36.573063+00:00,2021-03-12 10:13:54.218790+00:00,3785,2285,2014-05-16 21:28:09.190131+00:00
SVK,parlgov,44,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,1994,2014,6.3,2002,,,2012-12-30 23:35:24.026000+00:00,2021-03-12 10:13:54.221591+00:00,351,340,2012-12-30 23:48:52.762000+00:00
SVK,parlgov,2783, KDZP,Kresťanská demokracia – Život a prosperita, Christian Democracy -- Life and Prosperity,2019,2019,2.1,2019,,,2020-12-08 14:37:34.784108+00:00,2021-03-12 10:13:54.227404+00:00,48916,2918,2020-12-08 18:13:29.865939+00:00
SVK,parlgov,936,KSU,Krest’anská sociálna únia Slovenska,Christian Social Union,1992,1994,3.0,1992,,,2012-12-30 23:36:11.215000+00:00,2021-03-12 10:13:54.238925+00:00,583,1406,2012-12-30 23:48:53.583000+00:00
SVK,parlgov,2750,KU,Kresťanská únia,Christian Union,2019,2019,3.9,2019,,,2019-07-26 05:36:26.965648+00:00,2021-03-12 10:13:54.242058+00:00,34588,7360,2019-07-30 13:38:13.099947+00:00
SVK,parlgov,1432,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,1990,2020,19.2,1990,,,2012-12-30 23:36:35.207000+00:00,2021-03-12 10:13:54.244446+00:00,701,63,2012-12-30 23:48:54.093000+00:00
SVK,parlgov,586,LsNS,Ľudová strana Naše Slovensko,People's Party Our Slovakia,2010,2020,8.0,2016,,,2012-12-30 23:36:20.877000+00:00,2021-03-12 10:13:54.247125+00:00,630,656,2012-12-30 23:49:04.733000+00:00
SVK,parlgov,1615,Lu+Ls,Ludová únia – Liberálna strana,People's Union -- Liberal Party,2004,2004,1.7,2004,,,2012-12-30 23:34:37.573000+00:00,2021-03-12 10:13:54.250829+00:00,102,1725,2012-12-30 23:48:54.573000+00:00
